,id,link,title,month,year,tag,lang,shit,dirty,cleared_title,equals_persian_links,equals_persian_links_counts
8765,8765,https://www.bbc.com/tajik/institutional/2011/08/110830_rm_tajik_track_field.shtml,110830_rm_tajik_track_field,08,2011,institutional,tajik,rm,rm,tajik_track_field,['https://www.bbc.com/persian/sport/2011/08/110829_u04_tajik_track_field'],1
8769,8769,https://www.bbc.com/tajik/institutional/2011/08/110829_l16_libya_ntc.shtml,110829_l16_libya_ntc,08,2011,institutional,tajik,l16,l16,libya_ntc,"['https://www.bbc.com/persian/world/2011/10/111026_l08_libya_ntc_nato_stay_longer', 'https://www.bbc.com/persian/world/2011/09/110911_l25_libya_ntc_libya']",2
8773,8773,https://www.bbc.com/tajik/institutional/2011/08/110829_rm_irene_obama.shtml,110829_rm_irene_obama,08,2011,institutional,tajik,rm,rm,irene_obama,"['https://www.bbc.com/persian/world/2011/08/110828_u03_irene_obama', 'https://www.bbc.com/persian/world/2011/08/110826_u03_irene_obama']",2
8775,8775,https://www.bbc.com/tajik/institutional/2011/08/110828_l16_china_internet.shtml,110828_l16_china_internet,08,2011,institutional,tajik,l16,l16,china_internet,['https://www.bbc.com/persian/world/2013/10/131006_l30_china_internet_monitors_social_media#TWEET912203'],1
8790,8790,https://www.bbc.com/tajik/institutional/2011/08/110826_rm_libya_un_call.shtml,110826_rm_libya_un_call,08,2011,institutional,tajik,rm,rm,libya_un_call,['https://www.bbc.com/persian/world/2011/08/110825_u04_libya_un_call'],1
8792,8792,https://www.bbc.com/tajik/institutional/2011/08/110825_l16_live_page_libya.shtml,110825_l16_live_page_libya,08,2011,institutional,tajik,l16,l16,live_page_libya,['https://www.bbc.com/persian/world/2011/08/110822_live_page_libya'],1
8798,8798,https://www.bbc.com/tajik/institutional/2011/08/110824_l16_tripoli_fighting.shtml,110824_l16_tripoli_fighting,08,2011,institutional,tajik,l16,l16,tripoli_fighting,['https://www.bbc.com/persian/world/2011/08/110821_l25_libya_tripoli_fighting'],1
8801,8801,https://www.bbc.com/tajik/institutional/2011/08/110824_l16_gaza_strikes.shtml,110824_l16_gaza_strikes,08,2011,institutional,tajik,l16,l16,gaza_strikes,['https://www.bbc.com/persian/world/2012/11/121117_mgh_live_latest_gaza_strikes#TWEET369917'],1
8807,8807,https://www.bbc.com/tajik/institutional/2011/08/110824_rm_ghaddafi_libya.shtml,110824_rm_ghaddafi_libya,08,2011,institutional,tajik,rm,rm,ghaddafi_libya,['https://www.bbc.com/persian/world/2011/08/110823_u01_ghaddafi_libya'],1
8813,8813,https://www.bbc.com/tajik/institutional/2011/08/110823_rm_rln_gold_markets.shtml,110823_rm_rln_gold_markets,08,2011,institutional,tajik,rm,rm,gold_markets,['https://www.bbc.com/persian/business/2011/08/110822_u02_gold_markets'],1
8815,8815,https://www.bbc.com/tajik/institutional/2011/08/110822_rm_libya_gaddafi_tripoli.shtml,110822_rm_libya_gaddafi_tripoli,08,2011,institutional,tajik,rm,rm,libya_gaddafi_tripoli,['https://www.bbc.com/persian/world/2011/08/110822_l03_libya_gaddafi_tripoli'],1
8819,8819,https://www.bbc.com/tajik/institutional/2011/08/110822_rm_clinton_american_hikers_reax.shtml,110822_rm_clinton_american_hikers_reax,08,2011,institutional,tajik,rm,rm,clinton_american_hikers_reax,['https://www.bbc.com/persian/iran/2011/08/110821_l08_clinton_american_hikers_reax'],1
8821,8821,https://www.bbc.com/tajik/institutional/2011/08/110821_l16_israel_arab_league.shtml,110821_l16_israel_arab_league,08,2011,institutional,tajik,l16,l16,israel_arab_league,['https://www.bbc.com/persian/world/2011/08/110821_l25_israel_arab_league'],1
8822,8822,https://www.bbc.com/tajik/institutional/2011/08/110821_l16_biden_china.shtml,110821_l16_biden_china,08,2011,institutional,tajik,l16,l16,biden_china,"['https://www.bbc.com/persian/world/2011/08/110821_l31_biden_china', 'https://www.bbc.com/persian/world/2011/08/110818_l34_biden_china_us_talks']",2
8824,8824,https://www.bbc.com/tajik/institutional/2011/08/110821_l16_libya_tripoli_fighting.shtml,110821_l16_libya_tripoli_fighting,08,2011,institutional,tajik,l16,l16,libya_tripoli_fighting,['https://www.bbc.com/persian/world/2011/08/110821_l25_libya_tripoli_fighting'],1
8835,8835,https://www.bbc.com/tajik/institutional/2011/08/110819_mm_amnesty_law.shtml,110819_mm_amnesty_law,08,2011,institutional,tajik,mm,mm,amnesty_law,['https://www.bbc.com/persian/world/2014/10/141020_rm_mm_amnesty_law'],1
8841,8841,https://www.bbc.com/tajik/institutional/2011/08/110818_l16_israel_shooting.shtml,110818_l16_israel_shooting,08,2011,institutional,tajik,l16,l16,israel_shooting,['https://www.bbc.com/persian/world/2013/08/130820_l51_west_bank_israel_shooting#TWEET862181'],1
8847,8847,https://www.bbc.com/tajik/institutional/2011/08/110818_if_putsch.shtml,110818_if_putsch,08,2011,institutional,tajik,if,if,putsch,['https://www.bbc.com/persian/rolling_news/2012/01/120119_l03_rln_bangladesh_putsch'],1
8849,8849,https://www.bbc.com/tajik/institutional/2011/08/110818_rm_gold_chavez.shtml,110818_rm_gold_chavez,08,2011,institutional,tajik,rm,rm,gold_chavez,['https://www.bbc.com/persian/world/2011/08/110818_u01_u03_gold_chavez'],1
8852,8852,https://www.bbc.com/tajik/institutional/2011/08/110817_l16_libya_fighting.shtml,110817_l16_libya_fighting,08,2011,institutional,tajik,l16,l16,libya_fighting,"['https://www.bbc.com/persian/rolling_news/2011/09/110919_u04_libya_fighting', 'https://www.bbc.com/persian/world/2011/09/110917_l20_libya_fighting']",2
8859,8859,https://www.bbc.com/tajik/institutional/2011/08/110817_rm_iran_russia_nuke.shtml,110817_rm_iran_russia_nuke,08,2011,institutional,tajik,rm,rm,iran_russia_nuke,['https://www.bbc.com/persian/iran/2011/08/110816_u01_iran_russia_nuke'],1
8866,8866,https://www.bbc.com/tajik/institutional/2011/08/110816_if_raghun_wb.shtml,110816_if_raghun_wb,08,2011,institutional,tajik,if,if,raghun_wb,['https://www.bbc.com/persian/world/2014/09/140904_rm_mm_raghun_wb'],1
8869,8869,https://www.bbc.com/tajik/institutional/2011/08/110816_rm_syria_palestinian_refugees.shtml,110816_rm_syria_palestinian_refugees,08,2011,institutional,tajik,rm,rm,syria_palestinian_refugees,['https://www.bbc.com/persian/world/2011/08/110815_u03_syria_palestinian_refugees'],1
8878,8878,https://www.bbc.com/tajik/institutional/2011/08/110815_rm_libya_zawiya.shtml,110815_rm_libya_zawiya,08,2011,institutional,tajik,rm,rm,libya_zawiya,"['https://www.bbc.com/persian/world/2011/08/110818_l34_libya_zawiya_refinery_rebel_control', 'https://www.bbc.com/persian/world/2011/08/110814_u03_libya_zawiya']",2
8882,8882,https://www.bbc.com/tajik/institutional/2011/08/110814_l16_pakistan_baluchistan.shtml,110814_l16_pakistan_baluchistan,08,2011,institutional,tajik,l16,l16,pakistan_baluchistan,['https://www.bbc.com/persian/world/2013/08/130806_an_pakistan_baluchistan#TWEET846557'],1
8884,8884,https://www.bbc.com/tajik/institutional/2011/08/110813_rm_berlinewall.shtml,110813_rm_berlinewall,08,2011,institutional,tajik,rm,rm,berlinewall,['https://www.bbc.com/persian/world/2011/08/110812_u01_aa_berlinewall'],1
8885,8885,https://www.bbc.com/tajik/institutional/2011/08/110813_rm_pakistan_kidnap.shtml,110813_rm_pakistan_kidnap,08,2011,institutional,tajik,rm,rm,pakistan_kidnap,['https://www.bbc.com/persian/world/2012/12/121230_l10_pakistan_kidnapped_troops_killed#TWEET485386'],1
8889,8889,https://www.bbc.com/tajik/institutional/2011/08/110812_rm_uk_riots_man_dies.shtml,110812_rm_uk_riots_man_dies,08,2011,institutional,tajik,rm,rm,uk_riots_man_dies,['https://www.bbc.com/persian/world/2011/08/110812_l03_uk_riots_man_dies'],1
8891,8891,https://www.bbc.com/tajik/institutional/2011/08/110812_rm_rln_pipeline_gas.shtml,110812_rm_rln_pipeline_gas,08,2011,institutional,tajik,rm,rm,pipeline_gas,['https://www.bbc.com/persian/iran/2013/03/130311_l31_iran_pakistan_pipeline_gas#TWEET655336'],1
8893,8893,https://www.bbc.com/tajik/institutional/2011/08/110812_rm_syria_usa_turkey.shtml,110812_rm_syria_usa_turkey,08,2011,institutional,tajik,rm,rm,syria_usa_turkey,['https://www.bbc.com/persian/world/2011/08/110811_u01_syria_usa_turkey'],1
8896,8896,https://www.bbc.com/tajik/institutional/2011/08/110811_l16_nato_afg_killing.shtml,110811_l16_nato_afg_killing,08,2011,institutional,tajik,l16,l16,nato_afg_killing,['https://www.bbc.com/persian/afghanistan/2011/08/110811_k01_nato_afg_killing'],1
8901,8901,https://www.bbc.com/tajik/institutional/2011/08/110810_l16_uk_riots.shtml,110810_l16_uk_riots,08,2011,institutional,tajik,l16,l16,uk_riots,"['https://www.bbc.com/persian/world/2011/08/110812_l03_uk_riots_man_dies', 'https://www.bbc.com/persian/world/2011/08/110810_l03_uk_riots']",2
8916,8916,https://www.bbc.com/tajik/institutional/2011/08/110808_rm_rln_somalia_mogadishu.shtml,110808_rm_rln_somalia_mogadishu,08,2011,institutional,tajik,rm,rm,somalia_mogadishu,['https://www.bbc.com/persian/world/2015/01/150122_l45_somalia_mogadishu_attack'],1
8923,8923,https://www.bbc.com/tajik/institutional/2011/08/110808_rm_u02_asian_markets.shtml,110808_rm_u02_asian_markets,08,2011,institutional,tajik,rm,rm,asian_markets,"['https://www.bbc.com/persian/business/2015/01/150106_l03_asian_markets', 'https://www.bbc.com/persian/business/2011/08/110808_u02_asian_markets']",2
8926,8926,https://www.bbc.com/tajik/institutional/2011/08/110807_l16_afghan_civilians.shtml,110807_l16_afghan_civilians,08,2011,institutional,tajik,l16,l16,afghan_civilians,['https://www.bbc.com/persian/afghanistan/2013/04/130424_zs_un_afghan_civilians_rise#TWEET733296'],1
8935,8935,https://www.bbc.com/tajik/institutional/2011/08/110806_us_ratings.shtml,110806_us_ratings,08,2011,institutional,tajik,us,us,us_ratings,['https://www.bbc.com/persian/business/2011/08/110805_u01_us_ratings'],1
8936,8936,https://www.bbc.com/tajik/institutional/2011/08/110805_rm_zabul-demo.shtml,110805_rm_zabul-demo,08,2011,institutional,tajik,rm,rm,zabul-demo,['https://www.bbc.com/persian/afghanistan/2011/08/110805_k02-zabul-demo'],1
8938,8938,https://www.bbc.com/tajik/institutional/2011/08/110805_rm_rln_oilpipeline.shtml,110805_rm_rln_oilpipeline,08,2011,institutional,tajik,rm,rm,oilpipeline,['https://www.bbc.com/persian/business/2011/08/110805_ka_oilpipeline_explosion_iran'],1
8941,8941,https://www.bbc.com/tajik/institutional/2011/08/110805_rm_globalmarkets.shtml,110805_rm_globalmarkets,08,2011,institutional,tajik,rm,rm,globalmarkets,['https://www.bbc.com/persian/business/2011/08/110804_u01_globalmarkets'],1
8944,8944,https://www.bbc.com/tajik/institutional/2011/08/110804_l16_turkey_army_appointments.shtml,110804_l16_turkey_army_appointments,08,2011,institutional,tajik,l16,l16,turkey_army_appointments,['https://www.bbc.com/persian/world/2011/08/110804_l26_turkey_army_appointments'],1
8950,8950,https://www.bbc.com/persian/interactivity/2011/08/110803_l42_vid_rabana,110803_l42_vid_rabana,08,2011,interactivity,persian,l42,l42,vid_rabana,['https://www.bbc.com/persian/interactivity/2011/08/110803_l42_vid_rabana'],1
8953,8953,https://www.bbc.com/tajik/institutional/2011/08/110804_rm_iran-usa_gao_sanctions.shtml,110804_rm_iran-usa_gao_sanctions,08,2011,institutional,tajik,rm,rm,iran-usa_gao_sanctions,['https://www.bbc.com/persian/iran/2011/08/110803_u01_iran-usa_gao_sanctions'],1
8962,8962,https://www.bbc.com/tajik/institutional/2011/08/110802_rm_rln_russia_bomb.shtml,110802_rm_rln_russia_bomb,08,2011,institutional,tajik,rm,rm,russia_bomb,['https://www.bbc.com/persian/world/2011/02/110208_l50_russia_bomb'],1
8965,8965,https://www.bbc.com/tajik/institutional/2011/08/110802_rln_kunduz_attack.shtml,110802_rln_kunduz_attack,08,2011,institutional,tajik,rln,rln,kunduz_attack,['https://www.bbc.com/persian/afghanistan/2011/08/110802_k01_kunduz_attack'],1
8967,8967,https://www.bbc.com/tajik/institutional/2011/08/110802_rm_syria_hama_unsc.shtml,110802_rm_syria_hama_unsc,08,2011,institutional,tajik,rm,rm,syria_hama_unsc,['https://www.bbc.com/persian/world/2011/08/110801_l30_syria_hama_unsc'],1
8973,8973,https://www.bbc.com/tajik/institutional/2011/08/110801_rm_us_debt_crisis.shtml,110801_rm_us_debt_crisis,08,2011,institutional,tajik,rm,rm,us_debt_crisis,"['https://www.bbc.com/persian/world/2011/08/110731_u04_us_debt_crisis', 'https://www.bbc.com/persian/world/2011/07/110725_l37_obama_us_debt_crisis']",2
8974,8974,https://www.bbc.com/tajik/institutional/2011/08/110801_americans_trial.shtml,110801_americans_trial,08,2011,institutional,tajik,americans,americans,americans_trial,['https://www.bbc.com/persian/iran/2011/08/110731_u04_americans_trial'],1
8977,8977,https://www.bbc.com/persian/afghanistan/2011/07/110731_l78_afghan_bomb,110731_l78_afghan_bomb,07,2011,afghanistan,persian,l78,l78,afghan_bomb,"['https://www.bbc.com/persian/afghanistan/2011/05/110518_u04_afghan_bombing', 'https://www.bbc.com/persian/afghanistan/2010/05/100518_l50_afghan_bomb_harun']",2
8983,8983,https://www.bbc.com/tajik/institutional/2011/07/110730_ea_obama_debt_house.shtml,110730_ea_obama_debt_house,07,2011,institutional,tajik,ea,ea,obama_debt_house,['https://www.bbc.com/persian/world/2011/07/110729_u01_obama_debt_house'],1
8998,8998,https://www.bbc.com/persian/sport/2011/07/110726_l42_vid_baqiev,110726_l42_vid_baqiev,07,2011,sport,persian,l42,l42,vid_baqiev,['https://www.bbc.com/persian/sport/2011/07/110726_l42_vid_baqiev'],1
9001,9001,https://www.bbc.com/tajik/institutional/2011/07/110728_rm_kozovo_clash.shtml,110728_rm_kozovo_clash,07,2011,institutional,tajik,rm,rm,kozovo_clash,['https://www.bbc.com/persian/world/2011/07/110728_u02_kozovo_clash'],1
9002,9002,https://www.bbc.com/tajik/institutional/2011/07/110728_rm_rln_boeing_crash.shtml,110728_rm_rln_boeing_crash,07,2011,institutional,tajik,rm,rm,boeing_crash,['https://www.bbc.com/persian/world/2013/11/131117_l31_russia_boeing_crash_passengers#TWEET957829'],1
9007,9007,https://www.bbc.com/tajik/institutional/2011/07/110727_rm_rln_britain_libya.shtml,110727_rm_rln_britain_libya,07,2011,institutional,tajik,rm,rm,britain_libya,['https://www.bbc.com/persian/world/2009/09/090907_nh-britain_libya'],1
9011,9011,https://www.bbc.com/tajik/institutional/2011/07/110727_rm_norway_names.shtml,110727_rm_norway_names,07,2011,institutional,tajik,rm,rm,norway_names,['https://www.bbc.com/persian/world/2011/07/110726_u01_norway_names'],1
9012,9012,https://www.bbc.com/tajik/institutional/2011/07/110726_l16_helmand_afghanistan.shtml,110726_l16_helmand_afghanistan,07,2011,institutional,tajik,l16,l16,helmand_afghanistan,['https://www.bbc.com/persian/afghanistan/2011/07/110726_u10_helmand_afghanistan'],1
9015,9015,https://www.bbc.com/tajik/institutional/2011/07/110726_ea_khamenei_new_council.shtml,110726_ea_khamenei_new_council,07,2011,institutional,tajik,ea,ea,khamenei_new_council,['https://www.bbc.com/persian/iran/2011/07/110725_l37_khamenei_new_council'],1
9020,9020,https://www.bbc.com/tajik/institutional/2011/07/110725_rm_afghan-children-nato.shtml,110725_rm_afghan-children-nato,07,2011,institutional,tajik,rm,rm,afghan-children-nato,['https://www.bbc.com/persian/afghanistan/2011/07/110725_k02-afghan-children-nato'],1
9022,9022,https://www.bbc.com/tajik/institutional/2011/07/110725_rm_norway_shootings.shtml,110725_rm_norway_shootings,07,2011,institutional,tajik,rm,rm,norway_shootings,['https://www.bbc.com/persian/world/2011/07/110724_l32_norway_shootings'],1
9025,9025,https://www.bbc.com/persian/world/2011/07/110722_l72_oslo_blast,110722_l72_oslo_blast,07,2011,world,persian,l72,l72,oslo_blast,['https://www.bbc.com/persian/world/2011/07/110720_l13_pics_oslo_blast_album'],1
9045,9045,https://www.bbc.com/tajik/institutional/2011/07/110721_rm_serbia_hadzic.shtml,110721_rm_serbia_hadzic,07,2011,institutional,tajik,rm,rm,serbia_hadzic,['https://www.bbc.com/persian/world/2011/07/110720_u02_serbia_hadzic'],1
9048,9048,https://www.bbc.com/tajik/institutional/2011/07/110720_rm_rln_apple_profits.shtml,110720_rm_rln_apple_profits,07,2011,institutional,tajik,rm,rm,apple_profits,['https://www.bbc.com/persian/rolling_news/2012/04/120424_u02_rln_apple_profits'],1
9049,9049,https://www.bbc.com/tajik/institutional/2011/07/110720_rm_kandahar_attack.shtml,110720_rm_kandahar_attack,07,2011,institutional,tajik,rm,rm,kandahar_attack,['https://www.bbc.com/persian/afghanistan/2012/06/120606_k01_kandahar_attack#TWEET155686'],1
9052,9052,https://www.bbc.com/tajik/institutional/2011/07/110720_rm_un_somalia_famine.shtml,110720_rm_un_somalia_famine,07,2011,institutional,tajik,rm,rm,un_somalia_famine,['https://www.bbc.com/persian/world/2011/07/110719_u03_un_somalia_famine'],1
9055,9055,https://www.bbc.com/tajik/institutional/2011/07/110719_rm_taliban_pakistan_video.shtml,110719_rm_taliban_pakistan_video,07,2011,institutional,tajik,rm,rm,taliban_pakistan_video,['https://www.bbc.com/persian/world/2011/07/110718_u03_taliban_pakistan_video'],1
9056,9056,https://www.bbc.com/tajik/institutional/2011/07/110718_rm_rln_caspian_khazar_sea.shtml,110718_rm_rln_caspian_khazar_sea,07,2011,institutional,tajik,rm,rm,caspian_khazar_sea,['https://www.bbc.com/persian/iran/2009/09/090902_mg_caspian_khazar_seacoast_free'],1
9058,9058,https://www.bbc.com/tajik/institutional/2011/07/110718_rm_afghan_killing.shtml,110718_rm_afghan_killing,07,2011,institutional,tajik,rm,rm,afghan_killing,['https://www.bbc.com/persian/afghanistan/2011/07/110717_l30_afghan_killing_'],1
9059,9059,https://www.bbc.com/tajik/institutional/2011/07/110716_rm_syria_opposition_turkey_conference.shtml,110716_rm_syria_opposition_turkey_conference,07,2011,institutional,tajik,rm,rm,syria_opposition_turkey_conference,['https://www.bbc.com/persian/world/2011/07/110716_l08_syria_opposition_turkey_conference'],1
9061,9061,https://www.bbc.com/tajik/institutional/2011/07/110716_murdoch_sorry.shtml,110716_murdoch_sorry,07,2011,institutional,tajik,murdoch,murdoch,murdoch_sorry,['https://www.bbc.com/persian/world/2011/07/110716_l25_murdoch_sorry_ad'],1
9064,9064,https://www.bbc.com/tajik/institutional/2011/07/110716_rm_dalailama_obama.shtml,110716_rm_dalailama_obama,07,2011,institutional,tajik,rm,rm,dalailama_obama,['https://www.bbc.com/persian/world/2011/07/110715_u01_dalailama_obama'],1
9066,9066,https://www.bbc.com/tajik/institutional/2011/07/110715_rm_rln_volcano_indonesia.shtml,110715_rm_rln_volcano_indonesia,07,2011,institutional,tajik,rm,rm,volcano_indonesia,['https://www.bbc.com/persian/tv/2010/11/101105_l50_volcano_indonesia'],1
9068,9068,https://www.bbc.com/tajik/institutional/2011/07/110715_rm_mousavi_karrubi.shtml,110715_rm_mousavi_karrubi,07,2011,institutional,tajik,rm,rm,mousavi_karrubi,['https://www.bbc.com/persian/iran/2011/07/110714_u04_mousavi_karrubi'],1
9072,9072,https://www.bbc.com/tajik/institutional/2011/07/110714_if_urunbay.shtml,110714_if_urunbay,07,2011,institutional,tajik,if,if,urunbay,"['https://www.bbc.com/persian/world/2011/11/111130_l16_tj_bbc_statement_urunbay', 'https://www.bbc.com/persian/world/2011/11/111130_l16_tj_urunbay_usmanov']",2
9073,9073,https://www.bbc.com/persian/world/2011/07/110713_l72_us_monov_jiyar,110713_l72_us_monov_jiyar,07,2011,world,persian,l72,l72,us_monov_jiyar,['https://www.bbc.com/persian/world/2011/07/110713_l72_us_monov_jiyar'],1
9074,9074,https://www.bbc.com/tajik/institutional/2011/07/110714_rm_russia_iran_nuclear.shtml,110714_rm_russia_iran_nuclear,07,2011,institutional,tajik,rm,rm,russia_iran_nuclear,['https://www.bbc.com/persian/iran/2011/07/110713_u01_russia_iran_nuclear'],1
9075,9075,https://www.bbc.com/tajik/institutional/2011/07/110714_rm_india_bombing.shtml,110714_rm_india_bombing,07,2011,institutional,tajik,rm,rm,india_bombing,['https://www.bbc.com/persian/world/2011/07/110713_u01_india_bombing'],1
9077,9077,https://www.bbc.com/tajik/institutional/2011/07/110713_rm_rln_israel_shooting.shtml,110713_rm_rln_israel_shooting,07,2011,institutional,tajik,rm,rm,israel_shooting,['https://www.bbc.com/persian/world/2013/08/130820_l51_west_bank_israel_shooting#TWEET862181'],1
9081,9081,https://www.bbc.com/tajik/institutional/2011/07/110713_rm_syria-obama-warning.shtml,110713_rm_syria-obama-warning,07,2011,institutional,tajik,rm,rm,syria-obama-warning,['https://www.bbc.com/persian/world/2011/07/110712_u01_syria-obama-warning'],1
9083,9083,https://www.bbc.com/tajik/institutional/2011/07/110712_rm_karzai_brother_assassinated.shtml,110712_rm_karzai_brother_assassinated,07,2011,institutional,tajik,rm,rm,karzai_brother_assassinated,['https://www.bbc.com/persian/afghanistan/2011/07/110712_k01_karzai_brother_assassinated'],1
9086,9086,https://www.bbc.com/tajik/institutional/2011/07/110712_rm_syrian_embassies_clinton.shtml,110712_rm_syrian_embassies_clinton,07,2011,institutional,tajik,rm,rm,syrian_embassies_clinton,['https://www.bbc.com/persian/world/2011/07/110711_u03_syrian_embassies_clinton'],1
9088,9088,https://www.bbc.com/tajik/institutional/2011/07/110711_rm_iran_cyprus.shtml,110711_rm_iran_cyprus,07,2011,institutional,tajik,rm,rm,iran_cyprus,"['https://www.bbc.com/persian/iran/2013/05/130510_l57_iran_cyprus_us#TWEET751054', 'https://www.bbc.com/persian/world/2011/07/110711_l03_iran_cyprus']",2
9092,9092,https://www.bbc.com/tajik/institutional/2011/07/110711_rm_pakistan_us_militaryaid.shtml,110711_rm_pakistan_us_militaryaid,07,2011,institutional,tajik,rm,rm,pakistan_us_militaryaid,['https://www.bbc.com/persian/world/2011/07/110710_l31_pakistan_us_militaryaid'],1
9100,9100,https://www.bbc.com/tajik/institutional/2011/07/110708_rm_rln_iran_space.shtml,110708_rm_rln_iran_space,07,2011,institutional,tajik,rm,rm,iran_space,"['https://www.bbc.com/persian/science/2014/10/141004_iran_space', 'https://www.bbc.com/persian/iran/2013/01/130128_l23_iran_space_monkey#TWEET561875']",2
9101,9101,https://www.bbc.com/tajik/institutional/2011/07/110708_rm_syria_us_ambassador.shtml,110708_rm_syria_us_ambassador,07,2011,institutional,tajik,rm,rm,syria_us_ambassador,['https://www.bbc.com/persian/world/2011/07/110707_u03_syria_us_ambassador'],1
9105,9105,https://www.bbc.com/tajik/institutional/2011/07/110707_rm_nuristan_fighting.shtml,110707_rm_nuristan_fighting,07,2011,institutional,tajik,rm,rm,nuristan_fighting,['https://www.bbc.com/persian/afghanistan/2009/10/091004_ram_nuristan_fighting'],1
9107,9107,https://www.bbc.com/tajik/institutional/2011/07/110706_rm_canadian_mission.shtml,110706_rm_canadian_mission,07,2011,institutional,tajik,rm,rm,canadian_mission,['https://www.bbc.com/persian/afghanistan/2011/07/110706_k01_canadian_mission'],1
9121,9121,https://www.bbc.com/tajik/institutional/2011/07/110705_rm_chavez_speech.shtml,110705_rm_chavez_speech,07,2011,institutional,tajik,rm,rm,chavez_speech,['https://www.bbc.com/persian/world/2011/07/110704_u03_chavez_speech'],1
9127,9127,https://www.bbc.com/tajik/institutional/2011/07/110704_rm_afghanistan_drawdown_maccain.shtml,110704_rm_afghanistan_drawdown_maccain,07,2011,institutional,tajik,rm,rm,afghanistan_drawdown_maccain,['https://www.bbc.com/persian/afghanistan/2011/07/110703_u03_afghanistan_drawdown_maccain'],1
9128,9128,https://www.bbc.com/persian/world/2011/07/110701_l72_uzbek_border,110701_l72_uzbek_border,07,2011,world,persian,l72,l72,uzbek_border,['https://www.bbc.com/persian/world/2011/07/110701_l72_uzbek_border'],1
9138,9138,https://www.bbc.com/tajik/institutional/2011/07/110701_afghan-bus-attack.shtml,110701_afghan-bus-attack,07,2011,institutional,tajik,afghan-bus-attack,afghan-bus-attack,afghan-bus-attack,['https://www.bbc.com/persian/afghanistan/2011/06/110630_u01_afghan-bus-attack'],1
9140,9140,https://www.bbc.com/tajik/institutional/2011/06/110630_sq_freedom_house.shtml,110630_sq_freedom_house,06,2011,institutional,tajik,sq,sq,freedom_house,"['https://www.bbc.com/persian/world/2014/05/140515_rm_ea_freedom_house_tutubalina', 'https://www.bbc.com/persian/iran/2013/05/130502_freedom_house_iran_press_radio#TWEET742027']",2
9143,9143,https://www.bbc.com/tajik/institutional/2011/06/110630_rm_libya_france_arms.shtml,110630_rm_libya_france_arms,06,2011,institutional,tajik,rm,rm,libya_france_arms,['https://www.bbc.com/persian/world/2011/06/110629_u03_libya_france_arms'],1
9144,9144,https://www.bbc.com/tajik/institutional/2011/06/110630_rm_belarus_silent_rally.shtml,110630_rm_belarus_silent_rally,06,2011,institutional,tajik,rm,rm,belarus_silent_rally,['https://www.bbc.com/persian/world/2011/06/110629_u02_belarus_silent_rally'],1
9146,9146,https://www.bbc.com/tajik/institutional/2011/06/110629_rm_greece_protest_austerity.shtml,110629_rm_greece_protest_austerity,06,2011,institutional,tajik,rm,rm,greece_protest_austerity,['https://www.bbc.com/persian/world/2011/06/110629_l31_greece_protest_austerity'],1
9149,9149,https://www.bbc.com/tajik/institutional/2011/06/110629_rm_rln_usmonov.shtml,110629_rm_rln_usmonov,06,2011,institutional,tajik,rm,rm,usmonov,['https://www.bbc.com/persian/world/2011/07/110713_l34_usmonov_bbc_statement'],1
9151,9151,https://www.bbc.com/tajik/institutional/2011/06/110629_rm_kabul_attack_hotel.shtml,110629_rm_kabul_attack_hotel,06,2011,institutional,tajik,rm,rm,kabul_attack_hotel,['https://www.bbc.com/persian/afghanistan/2011/06/110624_u03_kabul_attack_hotel'],1
9152,9152,https://www.bbc.com/tajik/institutional/2011/06/110628_rm_rln_drone_pakistan.shtml,110628_rm_rln_drone_pakistan,06,2011,institutional,tajik,rm,rm,drone_pakistan,"['https://www.bbc.com/persian/rolling_news/2012/05/120505_an_rln_drone_pakistan', 'https://www.bbc.com/persian/rolling_news/2012/01/120131_l03_rln_obama_drone_pakistan']",2
9162,9162,https://www.bbc.com/tajik/institutional/2011/06/110627_rm_uruzgan_bombing.shtml,110627_rm_uruzgan_bombing,06,2011,institutional,tajik,rm,rm,uruzgan_bombing,"['https://www.bbc.com/persian/afghanistan/2011/06/110627_k01_uruzgan_bombing', 'https://www.bbc.com/persian/afghanistan/2010/01/100114_u04_uruzgan_bombing']",2
9168,9168,https://www.bbc.com/tajik/institutional/2011/06/110624_rm_ukraine_tymoshenko_trial.shtml,110624_rm_ukraine_tymoshenko_trial,06,2011,institutional,tajik,rm,rm,ukraine_tymoshenko_trial,['https://www.bbc.com/persian/world/2011/06/110624_l25_ukraine_tymoshenko_trial'],1
9169,9169,https://www.bbc.com/tajik/institutional/2011/06/110624_rm_libya_rebels_secrettalks.shtml,110624_rm_libya_rebels_secrettalks,06,2011,institutional,tajik,rm,rm,libya_rebels_secrettalks,['https://www.bbc.com/persian/world/2011/06/110624_l25_libya_rebels_secrettalks'],1
9172,9172,https://www.bbc.com/tajik/institutional/2011/06/110624_rm_iranair-us-sanctions.shtml,110624_rm_iranair-us-sanctions,06,2011,institutional,tajik,rm,rm,iranair-us-sanctions,['https://www.bbc.com/persian/iran/2011/06/110623_u01_iranair-us-sanctions'],1
9180,9180,https://www.bbc.com/tajik/institutional/2011/06/110623_rm_libya_nato_accused.shtml,110623_rm_libya_nato_accused,06,2011,institutional,tajik,rm,rm,libya_nato_accused,['https://www.bbc.com/persian/world/2011/06/110622_u03_libya_nato_accused'],1
